Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,sales
FDS47,16.75,Low Fat,0.129086113,Breads,89.4856,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
DRM48,15.2,Low Fat,0.11312562699999999,Soft Drinks,38.6848,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,<=2k
FDW46,13.0,Regular,0.070699313,Snack Foods,65.7484,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCQ05,11.395,Low Fat,0.03616416,Health and Hygiene,150.1708,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
NCQ05,11.395,Low Fat,0.03616416,Health and Hygiene,150.1708,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDD51,11.15,Low Fat,0.120139206,Dairy,45.0744,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCN06,8.39,Low Fat,0.12049726599999999,Household,162.2868,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
NCN06,8.39,Low Fat,0.12049726599999999,Household,162.2868,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDR57,5.675,Regular,0.023492524,Snack Foods,155.5288,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDL32,15.7,Regular,0.12265733599999999,Fruits and Vegetables,110.1544,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDL32,15.7,Regular,0.12265733599999999,Fruits and Vegetables,110.1544,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDL32,15.7,Regular,0.12265733599999999,Fruits and Vegetables,110.1544,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDZ08,"",Regular,0.109459733,Fruits and Vegetables,84.1592,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
NCK42,7.475,Low Fat,0.013120028,Household,217.6192,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDZ12,"",Low Fat,0.0,Baking Goods,144.847,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDZ12,"",Low Fat,0.0,Baking Goods,144.847,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDM60,10.8,Regular,0.048339408,Baking Goods,41.5138,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDX16,17.85,Low Fat,0.065810045,Frozen Foods,149.105,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCA05,20.75,Low Fat,0.025272781,Health and Hygiene,146.6734,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCA05,20.75,Low Fat,0.025272781,Health and Hygiene,146.6734,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCR30,20.6,Low Fat,0.07128216799999999,Household,74.4696,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCR30,20.6,Low Fat,0.07128216799999999,Household,74.4696,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDM56,"",Low Fat,0.122896411,Fruits and Vegetables,111.1912,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDP24,20.6,Low Fat,0.082935004,Baking Goods,119.5756,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRM37,15.35,Low Fat,0.16135017599999998,Soft Drinks,196.6768,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,142.6786,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDN56,5.46,Regular,0.106968096,Fruits and Vegetables,142.6786,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRE60,9.395,Low Fat,0.159582185,Soft Drinks,224.77200000000002,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,>2k
DRE60,9.395,Low Fat,0.159582185,Soft Drinks,224.77200000000002,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,>2k
FDW49,"",Low Fat,0.14453827,Canned,180.6002,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDM20,10.0,Low Fat,0.038685802000000005,Fruits and Vegetables,243.8144,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDK15,"",Low Fat,0.17230990300000001,Meat,98.2042,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDK15,"",Low Fat,0.17230990300000001,Meat,98.2042,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDK15,"",Low Fat,0.17230990300000001,Meat,98.2042,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDP19,11.5,Low Fat,0.173516063,Fruits and Vegetables,128.1652,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDQ24,"",Low Fat,0.12898088,Baking Goods,250.4724,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDN52,"",Regular,0.13093275,Frozen Foods,86.9198,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDN52,"",Regular,0.13093275,Frozen Foods,86.9198,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDE45,12.1,Low Fat,0.040357315,Fruits and Vegetables,177.8002,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
NCN14,"",Low Fat,0.160936178,Others,184.2608,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
FDQ21,21.25,Low Fat,0.019502354,Snack Foods,120.8756,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDG52,13.65,Low Fat,0.065576228,Frozen Foods,47.7402,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDS35,"",Low Fat,0.110681931,Breads,63.2826,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDS35,"",Low Fat,0.110681931,Breads,63.2826,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDX59,"",Low Fat,0.0514111,Breads,33.0558,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDR14,11.65,Low Fat,0.175033524,Dairy,55.5298,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDO01,21.1,Regular,0.020760673,Breakfast,128.7994,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDO13,7.865,Low Fat,0.061405050999999995,Breakfast,166.3526,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCK54,"",Low Fat,0.029380407,Household,114.715,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,<=2k
FDD59,10.5,Regular,0.066315023,Starchy Foods,78.296,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDD59,10.5,Regular,0.066315023,Starchy Foods,78.296,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDA45,"",Low Fat,0.154627247,Snack Foods,177.637,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCO17,10.0,Low Fat,0.0,Health and Hygiene,120.64399999999999,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
NCN43,12.15,Low Fat,0.011314423,Others,122.973,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDU22,"",Low Fat,0.163350221,Snack Foods,120.2124,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDZ33,10.195,Low Fat,0.10737674300000001,Snack Foods,147.6076,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDZ33,10.195,Low Fat,0.10737674300000001,Snack Foods,147.6076,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDP48,"",Regular,0.043810028,Baking Goods,181.395,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDF34,9.3,Regular,0.014076503,Snack Foods,200.0084,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDJ33,8.895,Regular,0.088305478,Snack Foods,123.473,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDJ33,8.895,Regular,0.088305478,Snack Foods,123.473,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
NCY05,13.5,Low Fat,0.054990009000000006,Health and Hygiene,35.2874,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
FDZ39,19.7,Regular,0.018021361,Meat,101.199,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
NCL30,18.1,Low Fat,0.048931174,Household,127.3336,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
FDM45,8.655,Regular,0.088121336,Snack Foods,119.7756,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDR59,14.5,Regular,0.063851475,Breads,260.4594,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDR43,18.2,Low Fat,0.161355122,Fruits and Vegetables,38.319,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDZ25,"",Regular,0.02748331,Canned,169.37900000000002,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDI45,13.1,Low Fat,0.037549969,Fruits and Vegetables,176.1054,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCS54,13.6,Low Fat,0.016726506000000002,Household,176.037,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
NCS54,13.6,Low Fat,0.016726506000000002,Household,176.037,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
NCB31,6.235,Low Fat,0.11865191900000001,Household,263.991,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
NCB31,6.235,Low Fat,0.11865191900000001,Household,263.991,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
NCP29,8.42,Low Fat,0.112728355,Health and Hygiene,65.8168,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDU37,9.5,Regular,0.10493392800000001,Canned,78.796,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDN16,12.6,Regular,0.062700289,Frozen Foods,102.199,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDN16,12.6,Regular,0.062700289,Frozen Foods,102.199,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDR46,16.85,Low Fat,0.139417654,Snack Foods,147.476,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDE50,"",Regular,0.01612717,Canned,189.3556,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDE50,"",Regular,0.01612717,Canned,189.3556,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDQ49,20.2,Regular,0.039215075,Breakfast,157.66299999999998,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDS16,15.15,Regular,0.066121873,Frozen Foods,145.67600000000002,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDS16,15.15,Regular,0.066121873,Frozen Foods,145.67600000000002,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDU15,13.65,Regular,0.026643447999999997,Meat,37.9532,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCP18,12.15,Low Fat,0.028714747000000002,Household,151.9708,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
FDB40,17.5,Regular,0.007555175999999999,Dairy,145.9102,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
DRK37,"",Low Fat,0.077046505,Soft Drinks,189.453,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
DRN11,7.85,Low Fat,0.162980276,Hard Drinks,145.2444,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDE22,9.695,Low Fat,0.029632784,Snack Foods,159.692,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDE22,9.695,Low Fat,0.029632784,Snack Foods,159.692,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCD54,21.1,Low Fat,0.029003459,Household,143.4786,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDO23,17.85,Low Fat,0.146399663,Breads,93.8436,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDN34,15.6,Regular,0.04575559,Snack Foods,167.1132,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDN34,15.6,Regular,0.04575559,Snack Foods,167.1132,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDL39,16.1,Regular,0.063278652,Dairy,182.1318,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRH23,14.65,Low Fat,0.171281641,Hard Drinks,54.0614,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
FDQ37,20.75,Low Fat,0.08926066699999999,Breakfast,193.4478,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCY05,13.5,Low Fat,0.05510153,Health and Hygiene,37.0874,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
NCE07,8.18,Low Fat,0.013127548000000001,Household,142.0154,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
FDK60,16.5,Regular,0.0,Baking Goods,96.2068,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDC21,"",Regular,0.075215349,Fruits and Vegetables,108.4254,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDC21,"",Regular,0.075215349,Fruits and Vegetables,108.4254,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCF54,18.0,Low Fat,0.047645037,Household,172.6422,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDV43,16.0,Low Fat,0.076975118,Fruits and Vegetables,46.2086,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
DRC36,"",Regular,0.044767032000000005,Soft Drinks,173.7054,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
DRC36,"",Regular,0.044767032000000005,Soft Drinks,173.7054,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,>2k
NCN18,8.895,Low Fat,0.125222705,Household,113.3544,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
FDI41,18.5,Regular,0.062609071,Frozen Foods,148.6418,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDQ46,7.51,Low Fat,0.10379339900000001,Snack Foods,110.1544,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDB22,8.02,Low Fat,0.11141958800000001,Snack Foods,154.3998,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDV23,11.0,Low Fat,0.106051405,Breads,124.4046,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDL33,7.235,Low Fat,0.099962524,Snack Foods,193.8452,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDD20,"",Low Fat,0.020614212,Fruits and Vegetables,126.4046,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
DRF36,16.1,Low Fat,0.023673342000000003,Soft Drinks,189.0846,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,>2k
NCM06,7.475,Low Fat,0.075881475,Household,155.2656,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDT46,11.35,Low Fat,0.030869612,Snack Foods,49.8008,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCI17,8.645,Low Fat,0.14371350800000002,Health and Hygiene,96.641,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDG16,15.25,Low Fat,0.089742065,Frozen Foods,213.7192,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCJ30,5.82,Low Fat,0.081096613,Household,170.37900000000002,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCJ30,5.82,Low Fat,0.081096613,Household,170.37900000000002,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
NCO43,5.5,Low Fat,0.0,Others,103.1016,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCF18,18.35,Low Fat,0.148938624,Household,191.9504,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
NCX41,19.0,Low Fat,0.0,Health and Hygiene,211.0244,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDL38,13.8,Regular,0.014730321999999999,Canned,90.9172,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDF53,20.75,Regular,0.08373655099999999,Frozen Foods,178.7318,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDR13,9.895,Regular,0.028837829,Canned,117.8492,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDA49,"",Low Fat,0.11366962900000001,Canned,89.0198,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDW40,14.0,Regular,0.105573769,Frozen Foods,143.9812,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDT46,"",Low Fat,0.030657949,Snack Foods,50.5008,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDH26,"",Regular,0.034531702000000004,Canned,142.2496,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCM42,6.13,Low Fat,0.028365524,Household,110.0912,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
FDW13,8.5,Low Fat,0.09786620900000001,Canned,51.1324,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
NCD07,9.1,Low Fat,0.0,Household,114.4518,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
NCD07,9.1,Low Fat,0.0,Household,114.4518,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,<=2k
DRN36,15.2,Low Fat,0.050168354000000005,Soft Drinks,95.3752,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDG34,11.5,Regular,0.037539164,Snack Foods,106.9254,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCM06,7.475,Low Fat,0.076156245,Household,156.4656,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
FDF21,"",Regular,0.058542509000000006,Fruits and Vegetables,188.35299999999998,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDX15,17.2,Low Fat,0.156269303,Meat,159.6578,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDS10,19.2,Low Fat,0.035185588,Snack Foods,181.3318,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDD46,"",Low Fat,0.247321039,Snack Foods,152.3998,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDZ35,9.6,Regular,0.02236923,Breads,104.79899999999999,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDT22,10.395,Low Fat,0.11207602,Snack Foods,58.022,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDT22,10.395,Low Fat,0.11207602,Snack Foods,58.022,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDA50,16.25,Low Fat,0.087668236,Dairy,94.941,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDC09,15.5,Regular,0.026355345,Fruits and Vegetables,100.8332,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDT19,7.59,Regular,0.145631695,Fruits and Vegetables,172.808,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDB05,5.155,Low Fat,0.083198341,Frozen Foods,246.0776,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDK45,"",Low Fat,0.059281315,Seafood,111.586,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDR48,11.65,Low Fat,0.0,Baking Goods,152.6024,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDR48,11.65,Low Fat,0.0,Baking Goods,152.6024,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDY15,18.25,Regular,0.170795745,Dairy,154.463,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDM51,11.8,Regular,0.025966531,Meat,102.2674,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRH37,"",Low Fat,0.072864869,Soft Drinks,165.2526,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
NCP43,17.75,Low Fat,0.03050705,Others,180.36599999999999,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
NCP43,17.75,Low Fat,0.03050705,Others,180.36599999999999,OUT046,Small,Tier 1,Supermarket Type1,Non-Consumable,16,>2k
FDL26,18.0,Low Fat,0.073490977,Canned,157.3972,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRM35,9.695,Low Fat,0.07084301900000001,Hard Drinks,177.7344,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
FDV04,7.825,Regular,0.150319469,Frozen Foods,156.9288,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDJ02,17.2,Regular,0.025205909,Canned,149.1418,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCK17,11.0,Low Fat,0.037971697,Health and Hygiene,38.948,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
DRH49,"",Low Fat,0.043168763,Soft Drinks,82.8592,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
NCP54,15.35,Low Fat,0.035204319,Household,122.87299999999999,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDV01,19.2,Regular,0.0,Canned,153.3314,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDB14,20.25,Regular,0.102704495,Canned,94.31200000000001,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDA02,14.0,Regular,0.029843736000000003,Dairy,143.9786,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRJ37,10.8,Low Fat,0.061446997,Soft Drinks,150.4024,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,>2k
FDU52,7.56,Low Fat,0.064030636,Frozen Foods,154.463,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
NCG19,20.25,Low Fat,0.14781046,Household,234.8616,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
NCR30,20.6,Low Fat,0.07113694799999999,Household,76.3696,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,<=2k
FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDN23,6.575,Regular,0.07566089,Breads,145.4444,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
DRE13,6.28,Low Fat,0.027761288999999998,Soft Drinks,85.8198,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,<=2k
FDF32,16.35,Low Fat,0.068219025,Fruits and Vegetables,198.9426,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
DRG11,6.385,Low Fat,0.0,Hard Drinks,108.9596,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
DRG11,6.385,Low Fat,0.0,Hard Drinks,108.9596,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
DRA12,11.6,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,>2k
FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDP60,17.35,Low Fat,0.056235142,Baking Goods,102.0016,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDJ22,18.75,Low Fat,0.05310896,Snack Foods,193.6504,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
NCW29,"",Low Fat,0.028723187,Health and Hygiene,131.83100000000002,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDN50,16.85,Regular,0.026561057000000002,Canned,93.712,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDX02,16.0,Low Fat,0.05701260599999999,Dairy,225.0404,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRF27,8.93,Low Fat,0.028578012000000003,Dairy,152.234,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,>2k
NCO41,"",Low Fat,0.018757586,Health and Hygiene,96.9384,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDQ59,9.8,Regular,0.056500895,Breads,85.8908,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCZ53,9.6,Low Fat,0.024576875,Health and Hygiene,186.6214,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCZ53,9.6,Low Fat,0.024576875,Health and Hygiene,186.6214,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
FDG46,8.63,Regular,0.032882271,Snack Foods,113.5518,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDA56,9.21,Low Fat,0.008764786,Fruits and Vegetables,123.1414,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
NCY29,13.65,Low Fat,0.077169841,Health and Hygiene,55.593,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
NCR41,"",Low Fat,0.017936715,Health and Hygiene,93.7094,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCR41,"",Low Fat,0.017936715,Health and Hygiene,93.7094,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCA42,6.965,Low Fat,0.0,Household,159.6604,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCA42,6.965,Low Fat,0.0,Household,159.6604,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDG26,18.85,Low Fat,0.042641788,Canned,257.83299999999997,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDH24,20.7,Low Fat,0.021427082000000004,Baking Goods,156.5288,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
NCL54,12.6,Low Fat,0.082921642,Household,175.2054,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDB37,20.25,Regular,0.022921735,Baking Goods,240.7538,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDN46,7.21,Regular,0.144856342,Snack Foods,100.5332,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
