Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Category,Outlet_Years,sales
DRF36,16.1,Low Fat,0.023673342000000003,Soft Drinks,189.0846,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,>2k
NCA54,16.5,Low Fat,0.061330521,Household,178.7318,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDT46,11.35,Low Fat,0.030869612,Snack Foods,49.8008,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDT46,11.35,Low Fat,0.030869612,Snack Foods,49.8008,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDH20,16.1,Regular,0.024944396,Fruits and Vegetables,95.441,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDH20,16.1,Regular,0.024944396,Fruits and Vegetables,95.441,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDI44,"",Low Fat,0.09974748800000001,Fruits and Vegetables,75.2328,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDI44,"",Low Fat,0.09974748800000001,Fruits and Vegetables,75.2328,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDB21,"",Low Fat,0.0,Fruits and Vegetables,242.9854,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDV49,10.0,Low Fat,0.025827199,Canned,263.2226,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
NCX41,19.0,Low Fat,0.0,Health and Hygiene,211.0244,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDY11,6.71,Regular,0.029535852,Baking Goods,67.5142,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDU46,10.3,Regular,0.011143598999999999,Snack Foods,88.25399999999999,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
NCI18,18.35,Low Fat,0.014045832,Household,222.7746,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
NCI18,18.35,Low Fat,0.014045832,Household,222.7746,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
NCM05,"",Low Fat,0.059557164,Health and Hygiene,263.7226,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
FDA49,"",Low Fat,0.11366962900000001,Canned,89.0198,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDY52,"",Low Fat,0.012865901,Frozen Foods,59.3536,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDY52,"",Low Fat,0.012865901,Frozen Foods,59.3536,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDL02,"",Regular,0.182236555,Canned,107.1622,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDY08,9.395,Regular,0.172042892,Fruits and Vegetables,139.9838,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDB34,15.25,Low Fat,0.044539370999999994,Snack Foods,85.3198,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDD09,13.5,Low Fat,0.0,Fruits and Vegetables,179.9976,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
DRH59,10.8,Low Fat,0.0,Hard Drinks,72.33800000000001,OUT049,Medium,Tier 1,Supermarket Type1,Drinks,14,<=2k
FDY36,"",Low Fat,0.009364957,Baking Goods,74.238,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDK22,9.8,Low Fat,0.026192765,Snack Foods,215.685,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDK22,9.8,Low Fat,0.026192765,Snack Foods,215.685,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDX15,17.2,Low Fat,0.156269303,Meat,159.6578,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDV22,14.85,Regular,0.009979271,Snack Foods,155.763,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDV22,14.85,Regular,0.009979271,Snack Foods,155.763,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDP38,10.1,Low Fat,0.032283676000000004,Canned,52.2008,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDT22,10.395,Low Fat,0.11207602,Snack Foods,58.022,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDC09,15.5,Regular,0.026355345,Fruits and Vegetables,100.8332,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
DRH01,"",Low Fat,0.17141731600000001,Soft Drinks,173.0738,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
FDY52,6.365,Low Fat,0.007348286,Frozen Foods,62.8536,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDM51,11.8,Regular,0.025966531,Meat,102.2674,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDR43,18.2,Low Fat,0.161489509,Fruits and Vegetables,37.619,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDV44,8.365,Regular,0.039906377,Fruits and Vegetables,191.3188,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDL26,18.0,Low Fat,0.073490977,Canned,157.3972,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDO19,17.7,Regular,0.016622448,Fruits and Vegetables,50.2034,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDO19,17.7,Regular,0.016622448,Fruits and Vegetables,50.2034,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
DRA12,11.6,Low Fat,0.0,Soft Drinks,141.6154,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,>2k
FDT43,16.35,Low Fat,0.020547951000000002,Fruits and Vegetables,51.2324,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
DRI39,13.8,Low Fat,0.097043739,Dairy,57.493,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDU21,11.8,Regular,0.07665661,Snack Foods,32.3558,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
NCP54,15.35,Low Fat,0.035204319,Household,122.87299999999999,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
NCJ18,12.35,Low Fat,0.163910938,Household,119.2124,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
FDF57,14.5,Regular,0.058827383,Fruits and Vegetables,172.2448,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
DRJ37,10.8,Low Fat,0.061446997,Soft Drinks,150.4024,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,>2k
NCP55,14.65,Low Fat,0.011180713,Others,53.8614,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDW45,"",Low Fat,0.038822077,Snack Foods,147.7418,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDK08,"",Regular,0.21413978600000003,Fruits and Vegetables,102.4016,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCG19,20.25,Low Fat,0.14781046,Household,234.8616,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDQ01,19.7,Regular,0.16102755,Canned,254.1014,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
DRE13,6.28,Low Fat,0.027761288999999998,Soft Drinks,85.8198,OUT045,"",Tier 2,Supermarket Type1,Drinks,11,<=2k
DRM23,16.6,Low Fat,0.135707553,Hard Drinks,170.6422,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDA51,"",Regular,0.16388212900000002,Dairy,113.2518,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDA51,"",Regular,0.16388212900000002,Dairy,113.2518,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDT48,4.92,Low Fat,0.046026479,Baking Goods,196.5084,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRA12,11.6,Low Fat,0.040911824,Soft Drinks,142.3154,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,>2k
FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDE05,10.895,Regular,0.032427039,Frozen Foods,147.7102,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDC32,18.35,Low Fat,0.099309997,Fruits and Vegetables,91.4462,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
NCH18,9.3,Low Fat,0.044843161,Household,246.1802,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,>2k
DRE37,"",Low Fat,0.164966345,Soft Drinks,189.4872,OUT019,Small,Tier 1,Grocery Store,Drinks,28,<=2k
NCT05,10.895,Low Fat,0.020994339,Health and Hygiene,255.6672,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDN50,16.85,Regular,0.026561057000000002,Canned,93.712,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDL34,16.0,Low Fat,0.041009558,Snack Foods,141.2496,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDL34,16.0,Low Fat,0.041009558,Snack Foods,141.2496,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
DRF03,"",Low Fat,0.045088724000000004,Dairy,39.7138,OUT027,Medium,Tier 3,Supermarket Type3,Drinks,28,<=2k
FDZ33,"",Low Fat,0.18803837199999998,Snack Foods,146.4076,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCM06,7.475,Low Fat,0.07584563400000001,Household,156.0656,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
NCM06,7.475,Low Fat,0.07584563400000001,Household,156.0656,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,<=2k
FDY43,14.85,Low Fat,0.09880308800000001,Fruits and Vegetables,169.7474,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRM23,16.6,Low Fat,0.227189581,Hard Drinks,173.9422,OUT010,"",Tier 3,Grocery Store,Drinks,15,<=2k
DRG51,12.1,Low Fat,0.011604894,Dairy,166.0526,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,<=2k
FDZ04,9.31,Low Fat,0.038169783,Frozen Foods,64.551,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDH24,20.7,Low Fat,0.021427082000000004,Baking Goods,156.5288,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDT52,9.695,Regular,0.047697859,Frozen Foods,244.6144,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDR60,14.3,Low Fat,0.130415118,Baking Goods,75.9328,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDQ32,17.85,Regular,0.04679836,Fruits and Vegetables,123.8388,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDE29,8.905,Low Fat,0.143129124,Frozen Foods,58.8878,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDW37,"",Low Fat,0.123449671,Canned,89.7488,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDV40,17.35,Low Fat,0.014689006000000001,Frozen Foods,74.5038,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDZ57,10.0,Regular,0.037918142,Snack Foods,129.6994,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDY46,18.6,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDY46,18.6,Low Fat,0.047964395,Snack Foods,185.0898,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDX45,16.75,Low Fat,0.10501881699999999,Snack Foods,155.263,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDT58,9.0,Low Fat,0.143870574,Snack Foods,169.4816,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDO23,"",Low Fat,0.25637539,Breads,94.8436,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
NCQ41,"",Low Fat,0.019386056999999998,Health and Hygiene,194.5794,OUT027,Medium,Tier 3,Supermarket Type3,Non-Consumable,28,>2k
NCZ06,19.6,Low Fat,0.094694278,Household,254.9698,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,>2k
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCM43,14.5,Low Fat,0.019554705,Others,162.421,OUT018,Medium,Tier 3,Supermarket Type2,Non-Consumable,4,<=2k
NCI31,20.0,Low Fat,0.136124989,Others,38.319,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDQ45,9.5,Regular,0.010917052,Snack Foods,185.3608,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDM36,11.65,Regular,0.05871972599999999,Baking Goods,171.1422,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDD50,18.85,Low Fat,0.141524348,Canned,168.4132,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDY58,11.65,Low Fat,0.039980643999999996,Snack Foods,227.3694,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDL46,20.35,Low Fat,0.054056927000000005,Snack Foods,116.8466,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDC51,10.895,Regular,0.009636821,Dairy,121.87299999999999,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCV54,11.1,Low Fat,0.033081388999999996,Household,116.5124,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
DRK13,11.8,Low Fat,0.115819014,Soft Drinks,198.3084,OUT017,"",Tier 2,Supermarket Type1,Drinks,6,>2k
FDY22,16.5,Regular,0.160371305,Snack Foods,143.9128,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
DRD24,13.85,Low Fat,0.030795085,Soft Drinks,143.3154,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDL39,16.1,Regular,0.063689583,Dairy,181.9318,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDD52,18.25,Regular,0.184041545,Dairy,110.15700000000001,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDD52,18.25,Regular,0.184041545,Dairy,110.15700000000001,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDP04,15.35,Low Fat,0.013840783999999998,Frozen Foods,65.2168,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDQ14,9.27,Low Fat,0.061883352999999995,Dairy,147.905,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDI19,"",Low Fat,0.052085615,Meat,242.8512,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
FDJ55,12.8,Regular,0.039385992,Meat,224.8404,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCF42,17.35,Low Fat,0.16724376900000001,Household,176.2712,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDG24,7.975,Low Fat,0.01469075,Baking Goods,84.725,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDI41,18.5,Regular,0.0,Frozen Foods,148.7418,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDI41,18.5,Regular,0.0,Frozen Foods,148.7418,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDI41,18.5,Regular,0.0,Frozen Foods,148.7418,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDY10,17.6,Low Fat,0.049167388,Snack Foods,114.9176,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDD57,18.1,Low Fat,0.022399592000000003,Fruits and Vegetables,96.0094,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDD57,18.1,Low Fat,0.022399592000000003,Fruits and Vegetables,96.0094,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDZ31,15.35,Regular,0.0,Fruits and Vegetables,193.0504,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDX36,9.695,Regular,0.128543405,Baking Goods,226.5404,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDS21,19.85,Regular,0.020858778999999997,Snack Foods,62.8194,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDV39,11.3,Low Fat,0.007278511999999999,Meat,196.7426,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCJ29,10.6,Low Fat,0.035163639,Health and Hygiene,84.4224,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
FDG59,15.85,Low Fat,0.043226398,Starchy Foods,37.5164,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDG59,15.85,Low Fat,0.043226398,Starchy Foods,37.5164,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDR03,15.7,Regular,0.00878535,Meat,204.998,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
NCW42,18.2,Low Fat,0.097865088,Household,221.8456,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
DRK01,7.63,Low Fat,0.061313057000000004,Soft Drinks,93.3436,OUT018,Medium,Tier 3,Supermarket Type2,Drinks,4,<=2k
FDX10,6.385,Regular,0.123961415,Snack Foods,33.2874,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDD16,20.5,Low Fat,0.060847634000000005,Frozen Foods,75.0696,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
DRI25,19.6,Low Fat,0.033901442000000004,Soft Drinks,56.2614,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDY44,14.15,Regular,0.024454052,Fruits and Vegetables,197.21099999999998,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
DRH51,17.6,Low Fat,0.097198194,Dairy,89.8856,OUT035,Small,Tier 2,Supermarket Type1,Drinks,9,<=2k
FDP09,19.75,Low Fat,0.033883448,Snack Foods,213.2902,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDP09,19.75,Low Fat,0.033883448,Snack Foods,213.2902,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCG18,15.3,Low Fat,0.038460297000000004,Household,104.0332,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDP52,18.7,Regular,0.071091591,Frozen Foods,228.601,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDK02,12.5,Low Fat,0.187841082,Canned,119.244,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDN20,"",Low Fat,0.026055106,Fruits and Vegetables,169.5474,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCA41,16.75,Low Fat,0.032580547,Health and Hygiene,192.1162,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,>2k
FDP48,7.52,Regular,0.044202545,Baking Goods,182.995,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDL20,"",Low Fat,0.224837308,Fruits and Vegetables,112.7886,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDG38,8.975,Regular,0.053027397999999996,Canned,86.0224,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDG38,8.975,Regular,0.053027397999999996,Canned,86.0224,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDF52,9.3,Low Fat,0.0,Frozen Foods,182.9292,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
FDF56,16.7,Regular,0.119362812,Fruits and Vegetables,180.3976,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDL57,15.1,Regular,0.067350054,Snack Foods,257.3304,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
NCC31,8.02,Low Fat,0.0,Household,157.7972,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,<=2k
DRE12,4.59,Low Fat,0.070780558,Soft Drinks,114.586,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDD57,18.1,Low Fat,0.037492325,Fruits and Vegetables,95.5094,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCS41,12.85,Low Fat,0.053527105,Health and Hygiene,185.1608,OUT049,Medium,Tier 1,Supermarket Type1,Non-Consumable,14,>2k
FDW55,"",Regular,0.021863506,Fruits and Vegetables,247.0092,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,>2k
NCX42,6.36,Low Fat,0.006012413,Household,163.0526,OUT017,"",Tier 2,Supermarket Type1,Non-Consumable,6,<=2k
DRE03,19.6,Low Fat,0.024226902,Dairy,48.7718,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDF52,9.3,Low Fat,0.066918731,Frozen Foods,184.2292,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDI33,16.5,Low Fat,0.028579565,Snack Foods,90.3146,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
NCT06,17.1,Low Fat,0.038705317,Household,165.0842,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
NCT06,17.1,Low Fat,0.038705317,Household,165.0842,OUT013,High,Tier 3,Supermarket Type1,Non-Consumable,26,>2k
FDZ33,10.195,Low Fat,0.10800453199999999,Snack Foods,148.7076,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDZ33,10.195,Low Fat,0.10800453199999999,Snack Foods,148.7076,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDJ55,12.8,Regular,0.023626808,Meat,223.2404,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,>2k
FDE45,"",Low Fat,0.070660449,Fruits and Vegetables,180.4002,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
FDA39,6.32,Low Fat,0.012769753,Meat,39.9822,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDA39,6.32,Low Fat,0.012769753,Meat,39.9822,OUT018,Medium,Tier 3,Supermarket Type2,Food,4,<=2k
FDK52,18.25,Low Fat,0.132596101,Frozen Foods,226.2062,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
NCK18,9.6,Low Fat,0.011211251,Household,166.9184,OUT010,"",Tier 3,Grocery Store,Non-Consumable,15,<=2k
FDX43,5.655,Low Fat,0.08527498800000001,Fruits and Vegetables,165.05,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDU58,6.61,Regular,0.04855968,Snack Foods,188.4898,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDL09,"",Regular,0.22417463,Snack Foods,168.8816,OUT019,Small,Tier 1,Grocery Store,Food,28,<=2k
DRK49,14.15,Low Fat,0.035943717,Soft Drinks,40.5138,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDR03,15.7,Regular,0.008734284,Meat,207.898,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
FDT22,"",Low Fat,0.111554381,Snack Foods,59.821999999999996,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
FDP45,15.7,Regular,0.030672457,Snack Foods,253.1724,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDP45,15.7,Regular,0.030672457,Snack Foods,253.1724,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
FDO10,13.65,Regular,0.012751700000000001,Snack Foods,55.5588,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDQ03,15.0,Regular,0.07794933400000001,Meat,238.7248,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDX47,6.55,Regular,0.034658144,Breads,155.8288,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,<=2k
FDO50,16.25,Low Fat,0.0,Canned,89.8804,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDV57,15.25,Regular,0.065841719,Snack Foods,179.86599999999999,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDB02,9.695,Regular,0.029158762999999997,Canned,174.537,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDP11,15.85,Low Fat,0.11566015,Breads,218.3166,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDT12,6.215,Regular,0.049722335,Baking Goods,224.5062,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDQ08,15.7,Regular,0.018968743,Fruits and Vegetables,61.9536,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDW46,13.0,Regular,0.070444232,Snack Foods,63.4484,OUT045,"",Tier 2,Supermarket Type1,Food,11,<=2k
FDP26,7.785,Low Fat,0.139436695,Dairy,103.0306,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
FDG02,7.855,Low Fat,0.011261165,Canned,189.5188,OUT046,Small,Tier 1,Supermarket Type1,Food,16,<=2k
FDO32,6.36,Low Fat,0.120520818,Fruits and Vegetables,45.906000000000006,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDN31,11.5,Low Fat,0.073029341,Fruits and Vegetables,187.953,OUT045,"",Tier 2,Supermarket Type1,Food,11,>2k
FDG29,"",Low Fat,0.056019324,Frozen Foods,40.0454,OUT027,Medium,Tier 3,Supermarket Type3,Food,28,<=2k
DRH15,8.775,Low Fat,0.10991127199999999,Dairy,41.9428,OUT046,Small,Tier 1,Supermarket Type1,Drinks,16,<=2k
FDU48,18.85,Low Fat,0.055347985,Baking Goods,131.5284,OUT035,Small,Tier 2,Supermarket Type1,Food,9,<=2k
FDS44,12.65,Regular,0.156926608,Fruits and Vegetables,238.3538,OUT017,"",Tier 2,Supermarket Type1,Food,6,>2k
DRH23,14.65,Low Fat,0.17017651600000003,Hard Drinks,55.2614,OUT013,High,Tier 3,Supermarket Type1,Drinks,26,<=2k
FDA40,16.0,Regular,0.09983272800000001,Frozen Foods,87.4856,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDA40,16.0,Regular,0.09983272800000001,Frozen Foods,87.4856,OUT017,"",Tier 2,Supermarket Type1,Food,6,<=2k
FDZ34,6.695,Low Fat,0.0,Starchy Foods,191.882,OUT013,High,Tier 3,Supermarket Type1,Food,26,>2k
NCY18,7.285,Low Fat,0.031214809,Household,177.1054,OUT045,"",Tier 2,Supermarket Type1,Non-Consumable,11,>2k
FDD46,6.035,Low Fat,0.23643360100000002,Snack Foods,155.5998,OUT010,"",Tier 3,Grocery Store,Food,15,<=2k
FDE11,17.7,Regular,0.0,Starchy Foods,184.3924,OUT046,Small,Tier 1,Supermarket Type1,Food,16,>2k
FDD51,11.15,Low Fat,0.119852889,Dairy,44.9744,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDD51,11.15,Low Fat,0.119852889,Dairy,44.9744,OUT013,High,Tier 3,Supermarket Type1,Food,26,<=2k
FDQ55,13.65,Regular,0.013035608999999998,Fruits and Vegetables,114.7834,OUT035,Small,Tier 2,Supermarket Type1,Food,9,>2k
NCO30,19.5,Low Fat,0.01572192,Household,185.6608,OUT035,Small,Tier 2,Supermarket Type1,Non-Consumable,9,<=2k
FDA33,6.48,Low Fat,0.033952603,Snack Foods,148.2076,OUT049,Medium,Tier 1,Supermarket Type1,Food,14,>2k
NCQ06,"",Low Fat,0.073229342,Household,254.1014,OUT019,Small,Tier 1,Grocery Store,Non-Consumable,28,<=2k
